SalePrice,PropertyType,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,TrafficNoise,ZipCode,NewConstruction,city,state
545000,Single Family,1,6000,2530,840,1.75,4,8,1949,0,98199,False,Seattle,Washington
629000,Single Family,1,5400,2320,370,2.25,3,7,1914,1,98199,False,Seattle,Washington
599950,Single Family,1,4800,1850,600,2.25,4,8,1908,1,98199,False,Seattle,Washington
560000,Single Family,1,6000,2300,1000,1.75,3,8,1951,0,98199,False,Seattle,Washington
650000,Single Family,1,5880,1420,490,1.75,3,8,1951,0,98199,False,Seattle,Washington
575000,Single Family,1,5880,1700,740,1.75,3,8,1951,0,98199,False,Seattle,Washington
715000,Single Family,1,25180,2510,0,2.5,3,10,1989,0,98023,False,Federal Way,Washington
692950,Single Family,1,27896,3780,1520,2.5,4,9,1989,0,98023,False,Federal Way,Washington
585000,Single Family,1,14217,3580,1370,2.75,3,10,1989,0,98023,False,Federal Way,Washington
501000,Single Family,1,12150,2480,600,1.75,3,8,1968,0,98198,False,Seattle,Washington
360000,Single Family,1,7557,1870,710,2.5,3,7,1996,0,98198,False,Seattle,Washington
205000,Single Family,1,51822,2340,0,1.75,3,7,1992,0,98070,False,Vashon,Washington
399900,Single Family,1,8045,2080,600,2.25,6,7,1987,0,98198,False,Seattle,Washington
349000,Single Family,1,7201,1900,380,2.25,3,7,1987,0,98198,False,Seattle,Washington
802000,Single Family,1,6750,1930,970,1.75,3,8,1958,0,98116,False,Seattle,Washington
393000,Single Family,1,4000,2460,1230,2.5,4,7,1971,0,98144,False,Seattle,Washington
420000,Townhouse,1,1184,1300,180,1.5,2,8,2008,2,98144,False,Seattle,Washington
325000,Townhouse,1,1184,1300,180,1.5,2,8,2008,2,98144,False,Seattle,Washington
260000,Single Family,1,4438,1540,770,1.5,2,6,1949,0,98108,False,Seattle,Washington
214300,Single Family,1,4500,590,0,1.0,2,6,1941,1,98118,False,Seattle,Washington
420000,Single Family,1,13500,1680,500,1.75,4,7,1978,0,98166,False,Seattle,Washington
379000,Single Family,1,15031,1610,0,1.75,3,7,1953,0,98166,False,Seattle,Washington
390000,Single Family,1,15695,2040,0,1.75,3,8,1959,0,98166,False,Seattle,Washington
530000,Single Family,1,14400,1530,0,1.5,3,8,1960,0,98166,False,Seattle,Washington
445000,Single Family,1,17200,2200,1000,1.75,4,8,1957,0,98166,False,Seattle,Washington
663000,Single Family,1,186846,4400,0,3.25,4,9,1993,0,98022,False,Enumclaw,Washington
335000,Single Family,1,103672,2030,0,2.0,4,7,1969,0,98022,False,Enumclaw,Washington
312500,Single Family,1,12196,1800,0,1.5,3,7,1966,0,98023,False,Federal Way,Washington
428500,Single Family,1,106722,1620,420,2.25,4,8,1980,0,98042,False,Kent,Washington
409950,Single Family,1,99916,1720,0,2.5,3,7,1990,0,98042,False,Kent,Washington
275000,Single Family,1,10139,1300,0,1.0,3,7,1962,0,98042,False,Kent,Washington
189950,Single Family,1,10125,1000,0,1.0,3,6,1963,0,98042,False,Kent,Washington
300000,Single Family,1,9964,1350,0,1.5,3,6,1962,1,98042,False,Kent,Washington
275000,Single Family,1,25505,2000,0,2.5,3,7,1962,1,98042,False,Kent,Washington
335000,Single Family,1,38400,2140,0,2.5,4,8,2012,0,98042,False,Kent,Washington
535000,Single Family,1,210830,1640,0,1.0,2,6,1910,0,98070,False,Vashon,Washington
460000,Single Family,1,210830,1640,0,1.0,2,6,1910,0,98070,False,Vashon,Washington
235500,Single Family,1,33600,742,0,1.0,2,5,1923,0,98070,False,Vashon,Washington
167000,Single Family,1,7415,1220,0,1.5,3,6,1957,2,98070,False,Vashon,Washington
509950,Single Family,1,79180,1830,0,2.5,4,7,1997,1,98055,False,Renton,Washington
462000,Single Family,1,42850,2260,0,2.25,4,7,1977,2,98058,False,Renton,Washington
310000,Single Family,1,42850,2260,0,2.25,4,7,1977,2,98058,False,Renton,Washington
887500,Single Family,1,74783,3740,0,3.5,4,10,2003,2,98058,False,Renton,Washington
1300000,Single Family,1,502246,3830,1490,3.25,5,9,1988,0,98038,False,Maple Valley,Washington
431000,Single Family,1,219766,1860,0,2.5,3,8,1988,0,98038,False,Maple Valley,Washington
457000,Single Family,1,19712,1760,0,1.75,3,7,1978,0,98072,False,Woodinville,Washington
415000,Single Family,1,21357,1040,0,1.75,3,7,1976,1,98072,False,Woodinville,Washington
365000,Single Family,1,12180,2610,940,2.0,3,7,1918,1,98146,False,Seattle,Washington
245000,Single Family,1,12180,2610,940,2.0,3,7,1918,1,98146,False,Seattle,Washington
175000,Single Family,1,11264,2070,860,1.75,3,7,1946,0,98146,False,Seattle,Washington
229000,Single Family,1,6700,1590,500,1.0,5,6,1942,0,98146,False,Seattle,Washington
243000,Single Family,1,10500,920,0,1.0,2,6,1948,1,98146,False,Seattle,Washington
327950,Single Family,1,9060,1550,0,1.75,3,7,1948,1,98146,False,Seattle,Washington
260000,Single Family,1,7260,1030,0,2.0,3,6,1947,0,98146,False,Seattle,Washington
249950,Single Family,1,7803,1040,0,2.5,3,7,1926,2,98178,False,Seattle,Washington
630000,Single Family,1,15504,2360,620,2.25,4,7,1969,0,98075,False,Sammamish,Washington
2800000,Single Family,1,28206,7000,3500,3.25,4,12,1991,0,98075,False,Sammamish,Washington
800000,Single Family,1,10868,2900,1330,3.0,4,9,2000,0,98075,False,Sammamish,Washington
775000,Single Family,1,12208,4160,0,3.0,4,9,1983,0,98077,False,Woodinville,Washington
600000,Single Family,1,14568,2780,0,2.5,4,9,1984,0,98077,False,Woodinville,Washington
710000,Single Family,1,13723,2470,0,2.25,3,9,1984,0,98077,False,Woodinville,Washington
630000,Single Family,1,13723,2470,0,2.25,3,9,1984,0,98077,False,Woodinville,Washington
995000,Single Family,1,25828,4540,0,3.25,4,11,1985,0,98077,False,Woodinville,Washington
598000,Single Family,1,12233,2550,0,2.5,3,9,1984,0,98077,False,Woodinville,Washington
643000,Single Family,1,12233,2550,0,2.5,3,9,1984,0,98077,False,Woodinville,Washington
955000,Single Family,1,12019,5060,2200,4.5,5,10,1988,0,98077,False,Woodinville,Washington
870000,Single Family,1,22588,3700,0,3.0,4,11,1986,0,98077,False,Woodinville,Washington
1140000,Single Family,1,20130,4975,0,4.0,4,11,1987,0,98077,False,Woodinville,Washington
923500,Single Family,1,14485,3440,0,2.25,3,10,1988,0,98077,False,Woodinville,Washington
730000,Single Family,1,16025,3390,0,2.0,4,10,1987,0,98077,False,Woodinville,Washington
750000,Single Family,1,20822,4060,0,3.25,4,10,1991,0,98077,False,Woodinville,Washington
1635000,Single Family,1,15277,6880,750,5.25,5,11,1991,0,98077,False,Woodinville,Washington
725000,Single Family,1,16064,3000,0,2.5,4,9,1989,0,98077,False,Woodinville,Washington
817000,Single Family,1,13264,3730,0,3.25,3,9,1989,0,98077,False,Woodinville,Washington
750000,Single Family,1,15044,3360,0,3.0,3,10,1986,0,98077,False,Woodinville,Washington
885000,Single Family,1,15745,3460,0,3.5,3,10,1986,0,98077,False,Woodinville,Washington
899000,Single Family,1,24181,4530,0,3.25,4,10,1987,0,98077,False,Woodinville,Washington
639400,Single Family,1,4040,1750,300,1.75,3,8,1926,0,98103,False,Seattle,Washington
493000,Single Family,1,2240,1260,440,1.0,3,7,1925,0,98103,False,Seattle,Washington
750000,Single Family,1,3224,2070,780,3.0,3,8,1926,0,98103,False,Seattle,Washington
755000,Single Family,1,3300,1710,0,2.75,3,9,1928,0,98103,False,Seattle,Washington
584000,Single Family,1,3300,1930,650,2.0,3,8,1925,0,98103,False,Seattle,Washington
635000,Single Family,1,3333,2120,780,2.5,4,7,1925,0,98103,False,Seattle,Washington
383000,Single Family,1,3960,950,0,1.0,2,7,1941,0,98103,False,Seattle,Washington
580000,Single Family,1,5600,1310,250,1.0,2,7,1949,0,98103,False,Seattle,Washington
2583750,Single Family,1,20734,6170,1130,3.25,5,12,2001,0,98033,False,Kirkland,Washington
575000,Single Family,1,106722,1260,0,1.0,2,7,1958,0,98053,False,Redmond,Washington
432000,Single Family,1,106722,1260,0,1.0,2,7,1958,0,98053,False,Redmond,Washington
250000,Single Family,1,10523,1090,0,1.75,3,7,1986,2,98052,False,Redmond,Washington
434500,Single Family,1,10523,1090,0,1.75,3,7,1986,2,98052,False,Redmond,Washington
965000,Single Family,1,81457,2830,0,3.5,4,9,1993,0,98077,False,Woodinville,Washington
870000,Single Family,1,43060,3210,0,2.5,4,10,1991,0,98077,False,Woodinville,Washington
395000,Single Family,1,19294,790,0,1.0,2,6,1943,1,98011,False,Bothell,Washington
369000,Single Family,1,10574,1430,0,1.75,3,7,1981,1,98011,False,Bothell,Washington
635000,Single Family,1,10164,2330,0,2.0,4,9,2002,0,98011,False,Bothell,Washington
302000,Single Family,1,47590,1670,0,1.75,3,7,1975,0,98077,False,Woodinville,Washington
420000,Single Family,1,47590,1670,0,1.75,3,7,1975,0,98077,False,Woodinville,Washington
582000,Single Family,1,53898,2910,1400,2.75,5,7,1979,0,98077,False,Woodinville,Washington
549000,Single Family,1,35002,2080,0,2.25,3,8,1984,0,98077,False,Woodinville,Washington
730000,Single Family,1,18521,3490,0,2.5,4,9,1990,0,98077,False,Woodinville,Washington
525000,Single Family,1,65775,2470,0,2.25,3,9,1979,0,98077,False,Woodinville,Washington
672000,Single Family,1,65775,2470,0,2.25,3,9,1979,0,98077,False,Woodinville,Washington
600000,Single Family,1,36036,3100,1500,3.0,4,8,1983,0,98077,False,Woodinville,Washington
620000,Single Family,1,35912,2160,0,2.5,3,8,1982,2,98077,False,Woodinville,Washington
935000,Single Family,1,12365,2410,1000,2.75,3,8,1966,0,98008,False,Bellevue,Washington
719000,Single Family,1,10400,2900,1370,3.0,4,8,1959,0,98008,False,Bellevue,Washington
845000,Single Family,1,9750,2800,1400,2.75,3,7,1957,1,98004,False,Bellevue,Washington
1130000,Single Family,1,10650,2700,0,2.25,3,9,1952,1,98004,False,Bellevue,Washington
1360000,Single Family,1,8622,3020,0,2.75,4,9,1976,0,98004,False,Bellevue,Washington
921500,Single Family,1,10000,2710,0,2.5,4,10,1996,1,98004,False,Bellevue,Washington
850000,Single Family,1,9800,1490,350,1.75,3,7,1947,0,98004,False,Bellevue,Washington
2470000,Single Family,1,20673,5810,1400,5.0,4,11,2000,0,98004,False,Bellevue,Washington
729000,Single Family,1,15102,3900,0,3.0,4,11,1995,0,98075,False,Sammamish,Washington
885000,Single Family,1,17977,3420,0,2.5,4,11,1997,0,98075,False,Sammamish,Washington
768000,Single Family,1,15629,3750,0,2.5,4,11,1996,0,98075,False,Sammamish,Washington
720000,Single Family,1,6444,2850,0,2.75,4,9,2004,0,98075,False,Sammamish,Washington
895000,Single Family,1,9217,4010,0,4.5,5,10,2004,0,98075,False,Sammamish,Washington
520000,Single Family,1,6123,2720,0,2.5,4,9,2004,0,98075,False,Sammamish,Washington
700000,Single Family,1,9023,3190,0,2.75,4,9,2005,0,98075,False,Sammamish,Washington
1022000,Single Family,1,7800,3130,0,3.25,4,9,2006,0,98075,True,Sammamish,Washington
995000,Single Family,1,7800,4420,0,3.5,4,9,2006,0,98075,True,Sammamish,Washington
597500,Single Family,1,8209,2980,0,2.5,4,9,2005,0,98075,False,Sammamish,Washington
633000,Single Family,1,8808,3320,0,3.5,4,9,2005,0,98075,False,Sammamish,Washington
655000,Single Family,1,5011,2850,0,2.5,4,9,2001,0,98075,False,Sammamish,Washington
699000,Single Family,1,8313,2990,0,2.75,4,9,2001,0,98075,False,Sammamish,Washington
639000,Single Family,1,5842,2450,0,2.5,4,9,2001,0,98075,False,Sammamish,Washington
494500,Single Family,1,5842,2450,0,2.5,4,9,2001,0,98075,False,Sammamish,Washington
1120000,Single Family,1,44287,4210,0,3.5,4,12,1998,0,98075,False,Sammamish,Washington
1080000,Single Family,1,41413,4310,0,3.5,4,12,1999,0,98074,False,Sammamish,Washington
950000,Single Family,1,30746,3430,0,3.5,3,11,1997,0,98074,False,Sammamish,Washington
900000,Single Family,1,27521,3390,0,3.5,4,11,1997,0,98074,True,Sammamish,Washington
1260000,Single Family,1,26162,4330,0,3.25,4,11,1997,0,98074,False,Sammamish,Washington
990000,Single Family,1,11940,3830,0,3.5,4,11,1999,0,98074,False,Sammamish,Washington
790000,Single Family,1,10981,3600,0,2.75,4,10,1999,0,98074,False,Sammamish,Washington
705000,Single Family,1,9350,3522,0,2.75,5,10,1998,0,98074,False,Sammamish,Washington
627500,Single Family,1,6834,2420,0,3.0,3,9,1997,0,98074,False,Sammamish,Washington
630000,Single Family,1,6739,2780,0,2.5,4,9,1999,0,98074,False,Sammamish,Washington
670000,Single Family,1,8120,2740,0,2.5,4,9,1999,0,98074,False,Sammamish,Washington
1314000,Single Family,1,9827,4640,1430,3.5,4,10,2007,0,98027,False,Issaquah,Washington
1250000,Single Family,1,12792,6810,1800,5.5,6,12,2008,0,98004,False,Bellevue,Washington
265000,Single Family,1,10437,720,0,1.0,1,5,1940,0,98059,False,Renton,Washington
649000,Single Family,1,172497,2140,0,2.5,3,9,1979,0,98059,False,Renton,Washington
420000,Single Family,1,12511,2730,1100,1.75,3,8,1956,0,98155,False,Seattle,Washington
595000,Single Family,1,5271,3280,0,2.5,4,9,2003,0,98031,False,Kent,Washington
613450,Single Family,1,5531,3060,0,2.5,4,9,2003,0,98031,False,Kent,Washington
2434000,Single Family,1,22518,6240,2800,3.25,5,11,1985,0,98004,False,Bellevue,Washington
514500,Single Family,1,9550,1800,480,2.75,3,7,1966,2,98006,False,Bellevue,Washington
430000,Single Family,1,17621,1720,700,1.75,4,7,1962,1,98007,False,Bellevue,Washington
710000,Single Family,1,10443,4550,0,4.5,4,10,2007,0,98004,False,Bellevue,Washington
754000,Single Family,1,11006,2710,1160,2.75,3,8,1967,0,98004,False,Bellevue,Washington
790000,Single Family,1,16258,3920,1020,4.25,5,9,1990,2,98004,False,Bellevue,Washington
823500,Single Family,1,11200,2620,850,2.5,4,8,1962,0,98004,False,Bellevue,Washington
750000,Single Family,1,12459,2870,1020,2.0,3,8,1977,0,98004,False,Bellevue,Washington
333000,Single Family,1,7470,1300,0,1.5,3,7,1960,1,98056,False,Renton,Washington
405000,Single Family,1,7638,1060,0,1.0,3,7,1966,0,98007,False,Bellevue,Washington
305000,Townhouse,1,1386,1350,0,2.5,3,7,2005,0,98055,False,Renton,Washington
315000,Townhouse,1,1386,1350,0,2.5,4,7,2005,0,98055,False,Renton,Washington
306000,Townhouse,1,1875,1460,0,2.5,4,7,2004,0,98055,False,Renton,Washington
312950,Townhouse,1,1875,1460,0,2.5,4,7,2004,0,98055,False,Renton,Washington
152000,Townhouse,1,1566,1280,0,2.5,2,7,2005,0,98055,False,Renton,Washington
320000,Townhouse,1,1798,1490,0,2.5,3,7,2005,0,98055,False,Renton,Washington
357000,Townhouse,1,2542,1770,0,2.25,3,7,2005,0,98055,False,Renton,Washington
230000,Townhouse,1,2542,1770,0,2.25,3,7,2005,0,98055,False,Renton,Washington
810000,Single Family,1,9112,1880,0,2.0,3,8,1951,0,98004,False,Bellevue,Washington
639000,Single Family,1,9112,1500,0,1.75,3,7,1951,0,98004,False,Bellevue,Washington
579900,Single Family,1,14944,3480,1740,2.75,4,7,1968,0,98155,False,Seattle,Washington
370000,Single Family,1,9308,2510,0,2.5,3,9,1997,0,98023,False,Federal Way,Washington
509000,Single Family,1,10749,3160,0,2.5,4,9,1996,0,98023,False,Federal Way,Washington
440000,Single Family,1,10749,3160,0,2.5,4,9,1996,0,98023,False,Federal Way,Washington
770000,Single Family,1,10001,3010,0,2.75,4,10,1999,0,98007,False,Bellevue,Washington
645000,Single Family,1,7539,2630,0,2.5,3,9,2001,3,98006,False,Bellevue,Washington
880000,Single Family,1,10154,2380,1230,2.75,4,8,1955,0,98004,False,Bellevue,Washington
729000,Multiplex,2,9520,2050,0,4.0,4,8,1967,2,98004,False,Bellevue,Washington
895000,Single Family,1,8442,3660,1500,1.75,3,8,1972,0,98004,False,Bellevue,Washington
635000,Single Family,1,9800,2040,650,1.75,3,7,1955,0,98004,False,Bellevue,Washington
525000,Single Family,1,7751,1890,590,1.75,4,8,1964,0,98008,False,Bellevue,Washington
486000,Single Family,1,7700,1800,0,2.25,5,8,1964,0,98008,False,Bellevue,Washington
580000,Single Family,1,7700,1500,0,2.25,4,8,1966,0,98008,False,Bellevue,Washington
500000,Single Family,1,7875,1540,0,1.75,4,8,1965,0,98008,False,Bellevue,Washington
439500,Single Family,1,7500,1910,0,2.25,4,8,1964,0,98008,False,Bellevue,Washington
520000,Single Family,1,7172,2130,0,2.25,4,8,1964,0,98008,False,Bellevue,Washington
430000,Single Family,1,7172,2130,0,2.25,4,8,1964,0,98008,False,Bellevue,Washington
545000,Single Family,1,7820,3000,0,2.5,5,8,1965,0,98008,False,Bellevue,Washington
499950,Single Family,1,8400,1910,650,2.5,4,8,1965,0,98008,False,Bellevue,Washington
686000,Single Family,1,8400,3140,0,2.5,4,8,1966,0,98008,False,Bellevue,Washington
536000,Single Family,1,7210,1890,0,2.25,4,8,1967,0,98008,False,Bellevue,Washington
675000,Single Family,1,7210,3160,0,2.5,5,8,1967,0,98008,False,Bellevue,Washington
550000,Single Family,1,7210,1670,0,1.75,3,8,1967,0,98008,False,Bellevue,Washington
795000,Single Family,1,9472,1770,0,2.75,3,8,1966,0,98008,False,Bellevue,Washington
584000,Single Family,1,7107,2700,0,2.5,5,8,1968,0,98008,False,Bellevue,Washington
590000,Single Family,1,12155,2060,0,2.25,4,8,1968,0,98008,False,Bellevue,Washington
583800,Single Family,1,14999,2080,0,2.5,3,8,1969,0,98008,False,Bellevue,Washington
485000,Single Family,1,9300,2030,0,2.0,4,8,1976,0,98052,False,Redmond,Washington
525000,Single Family,1,10350,2080,0,1.75,4,8,1969,0,98052,False,Redmond,Washington
800000,Single Family,1,15539,2470,0,2.75,4,9,1953,1,98004,False,Bellevue,Washington
749000,Single Family,1,18415,3580,1740,2.75,4,9,1966,0,98004,False,Bellevue,Washington
409000,Single Family,1,5000,2300,810,2.0,3,8,1949,0,98118,False,Seattle,Washington
337000,Single Family,1,6871,1160,0,1.0,2,7,1951,0,98125,False,Seattle,Washington
300000,Single Family,1,6951,950,0,1.0,3,7,1950,0,98125,False,Seattle,Washington
353500,Single Family,1,6698,1700,0,2.5,3,7,1997,0,98038,False,Maple Valley,Washington
390000,Single Family,1,7306,2020,0,2.25,3,7,1994,0,98038,False,Maple Valley,Washington
393950,Single Family,1,9302,2020,0,2.25,3,7,1995,0,98038,False,Maple Valley,Washington
322500,Single Family,1,8926,1660,0,2.25,3,7,1995,0,98038,False,Maple Valley,Washington
399950,Single Family,1,7094,2170,0,2.75,3,7,1995,0,98038,False,Maple Valley,Washington
295000,Single Family,1,7526,1680,0,2.25,3,7,1993,0,98038,False,Maple Valley,Washington
355000,Single Family,1,7036,2010,0,2.5,4,7,1993,0,98038,False,Maple Valley,Washington
339000,Single Family,1,10763,1660,0,2.5,3,7,1994,1,98038,False,Maple Valley,Washington
295000,Single Family,1,9717,1230,0,2.0,2,7,1994,1,98038,False,Maple Valley,Washington
370608,Single Family,1,7339,1950,0,2.5,4,7,1996,0,98038,False,Maple Valley,Washington
320000,Single Family,1,7900,1950,0,2.5,4,7,1995,0,98038,False,Maple Valley,Washington
389950,Single Family,1,9181,2200,0,2.75,4,7,1997,0,98038,False,Maple Valley,Washington
386999,Single Family,1,7061,2190,0,2.75,4,7,1996,0,98038,False,Maple Valley,Washington
315000,Single Family,1,7061,2190,0,2.75,4,7,1996,0,98038,False,Maple Valley,Washington
335500,Single Family,1,9981,1700,0,2.5,3,7,1996,0,98038,False,Maple Valley,Washington
350000,Single Family,1,7000,1700,0,2.5,3,7,1996,0,98038,False,Maple Valley,Washington
220000,Single Family,1,7000,1700,0,2.5,3,7,1996,0,98038,False,Maple Valley,Washington
389000,Single Family,1,7000,1950,0,2.5,4,7,1995,0,98038,False,Maple Valley,Washington
312000,Single Family,1,5000,2180,0,2.5,4,7,2000,0,98038,False,Maple Valley,Washington
323100,Single Family,1,5267,1740,0,2.5,3,7,1999,0,98038,False,Maple Valley,Washington
255000,Single Family,1,5267,1740,0,2.5,3,7,1999,0,98038,False,Maple Valley,Washington
325000,Single Family,1,5267,1740,0,2.5,3,7,1999,0,98038,False,Maple Valley,Washington
349950,Single Family,1,5979,1700,0,2.5,3,7,2000,0,98038,False,Maple Valley,Washington
865000,Single Family,1,14732,3020,0,2.5,4,10,1995,0,98008,False,Bellevue,Washington
897000,Single Family,1,8710,1250,0,1.5,3,7,1953,0,98004,False,Bellevue,Washington
1200000,Single Family,1,8758,3080,950,3.5,4,9,1953,0,98004,False,Bellevue,Washington
812000,Single Family,1,8710,4530,0,4.25,5,10,2015,0,98004,False,Bellevue,Washington
635000,Single Family,1,12000,2580,640,2.25,4,8,1972,0,98005,False,Bellevue,Washington
511500,Single Family,1,37721,2580,0,2.25,3,8,1983,0,98072,False,Woodinville,Washington
652000,Single Family,1,38363,3510,860,3.75,5,9,1988,0,98072,False,Woodinville,Washington
775000,Single Family,1,35000,3160,0,2.5,4,9,1985,0,98052,False,Redmond,Washington
550000,Single Family,1,9577,2300,1150,1.75,4,7,1957,0,98004,False,Bellevue,Washington
235000,Single Family,1,8108,1440,430,1.75,3,7,1981,0,98055,False,Renton,Washington
655000,Single Family,1,6750,1920,960,1.75,4,8,1946,0,98105,False,Seattle,Washington
650000,Single Family,1,6630,1900,950,1.75,3,7,1946,0,98105,False,Seattle,Washington
580000,Single Family,1,7130,2340,710,1.75,3,7,1947,0,98105,False,Seattle,Washington
1091543,Single Family,1,11756,5970,1710,4.25,6,10,2013,0,98006,True,Bellevue,Washington
1227318,Single Family,1,13928,5860,1710,4.25,6,10,2013,0,98006,True,Bellevue,Washington
465500,Single Family,1,63540,1570,0,1.5,3,7,1985,1,98023,False,Federal Way,Washington
496000,Single Family,1,335394,1150,0,1.0,2,7,1965,0,98042,False,Kent,Washington
389950,Single Family,1,12027,2090,0,2.5,3,8,1991,0,98031,False,Kent,Washington
380000,Single Family,1,95396,1750,600,1.75,4,7,1972,0,98058,False,Renton,Washington
522500,Single Family,1,81305,3090,0,2.75,4,8,1978,1,98058,False,Renton,Washington
569950,Single Family,1,220101,3210,0,2.75,5,7,1989,0,98058,False,Renton,Washington
525000,Single Family,1,60548,1800,0,2.0,3,8,1990,0,98038,False,Maple Valley,Washington
239000,Single Family,1,41800,1400,0,1.0,2,6,1982,0,98038,False,Maple Valley,Washington
1260000,Single Family,1,8510,4010,1160,3.5,5,9,1971,0,98105,False,Seattle,Washington
635000,Single Family,1,5000,2570,1090,2.5,3,8,1940,0,98105,False,Seattle,Washington
1425000,Single Family,1,4500,3490,800,3.0,3,9,1931,0,98105,False,Seattle,Washington
439000,Single Family,1,40755,1560,600,1.75,3,7,1925,2,98070,False,Vashon,Washington
265000,Single Family,1,7500,1260,0,1.0,3,6,1914,1,98146,False,Seattle,Washington
325000,Single Family,1,8645,1700,0,1.75,4,7,1955,0,98146,False,Seattle,Washington
135000,Single Family,1,18599,1460,0,1.0,4,5,1940,1,98146,False,Seattle,Washington
225000,Single Family,1,6860,1340,670,2.0,3,7,1928,1,98146,False,Seattle,Washington
320000,Single Family,1,6860,1340,670,2.0,3,7,1928,1,98146,False,Seattle,Washington
310000,Single Family,1,7200,1310,0,1.75,4,6,1959,1,98146,False,Seattle,Washington
284900,Single Family,1,8040,1200,0,1.5,3,7,1959,0,98146,False,Seattle,Washington
122899,Single Family,1,8196,1960,980,1.75,4,7,1940,0,98146,False,Seattle,Washington
297499,Single Family,1,9145,1630,0,2.25,3,7,1960,0,98146,False,Seattle,Washington
269950,Single Family,1,8867,840,0,1.0,2,6,1960,0,98146,False,Seattle,Washington
75000,Single Family,1,7980,810,0,1.0,2,6,1928,0,98146,False,Seattle,Washington
120000,Single Family,1,7980,810,0,1.0,2,6,1928,0,98146,False,Seattle,Washington
290000,Single Family,1,7590,2050,770,1.0,4,7,1957,0,98178,False,Seattle,Washington
211000,Single Family,1,10082,1150,0,1.0,3,6,1925,1,98027,False,Issaquah,Washington
320000,Single Family,1,145054,1500,0,1.0,2,6,1963,1,98027,False,Issaquah,Washington
190000,Single Family,1,58500,3050,0,2.5,4,8,2007,0,98045,False,North Bend,Washington
557000,Single Family,1,174675,1670,0,1.75,4,7,1985,0,98045,False,North Bend,Washington
329800,Single Family,1,31879,1760,0,2.0,3,7,2004,0,98045,False,North Bend,Washington
2230000,Single Family,1,12813,5130,2430,3.5,4,9,1959,0,98040,False,Mercer Island,Washington
330000,Single Family,1,16472,4170,840,3.5,4,9,2007,2,98075,False,Sammamish,Washington
2595000,Single Family,1,11665,3000,0,2.25,3,11,2001,0,98075,False,Sammamish,Washington
920000,Single Family,1,33503,2780,670,2.5,3,8,1969,0,98075,False,Sammamish,Washington
1100000,Single Family,1,21303,3100,0,1.75,4,9,1962,2,98075,False,Sammamish,Washington
517000,Single Family,1,22500,2360,550,2.5,3,10,1979,0,98075,False,Sammamish,Washington
670000,Single Family,1,486565,2960,0,2.5,4,9,2006,1,98014,False,Carnation,Washington
500000,Single Family,1,7508,3270,800,3.75,5,9,2013,0,98133,False,Seattle,Washington
332000,Single Family,1,9376,1140,0,1.5,3,7,1945,0,98133,False,Seattle,Washington
281000,Single Family,1,5100,1120,0,1.0,3,7,1954,0,98133,False,Seattle,Washington
370000,Single Family,1,5271,830,0,1.0,2,6,1948,0,98028,False,Kenmore,Washington
516250,Single Family,1,8660,2390,0,2.0,6,7,1925,0,98011,False,Bothell,Washington
275500,Single Family,1,9398,1390,0,1.75,3,7,1934,2,98077,False,Woodinville,Washington
300150,Single Family,1,2446,990,0,1.0,2,7,1998,2,98144,False,Seattle,Washington
279950,Townhouse,1,2142,800,0,1.5,2,7,2006,0,98144,False,Seattle,Washington
284500,Townhouse,1,2142,800,0,1.5,2,7,2006,0,98144,True,Seattle,Washington
286000,Single Family,1,2142,1240,310,1.0,3,6,1918,0,98144,True,Seattle,Washington
357500,Single Family,1,2742,1437,0,2.25,4,7,1998,0,98144,False,Seattle,Washington
311950,Single Family,1,3541,1964,0,2.25,4,9,2013,0,98030,True,Kent,Washington
326230,Single Family,1,3562,2156,0,2.5,4,9,2012,0,98030,True,Kent,Washington
610000,Single Family,1,10150,2530,950,2.5,5,8,1967,0,98155,False,Seattle,Washington
1407000,Single Family,1,19000,3440,885,3.75,5,10,1972,0,98040,False,Mercer Island,Washington
950000,Single Family,1,15375,3300,480,2.25,4,8,1933,0,98040,False,Mercer Island,Washington
275000,Single Family,1,10875,2040,0,2.0,3,7,1970,0,98077,False,Woodinville,Washington
257000,Single Family,1,7201,1050,0,1.75,3,7,1967,0,98031,False,Kent,Washington
363000,Single Family,1,21727,2030,550,1.0,2,6,1952,2,98058,False,Renton,Washington
361000,Single Family,1,5543,1810,0,2.5,4,7,2000,0,98055,False,Renton,Washington
340000,Single Family,1,4000,1810,0,2.5,4,7,2000,0,98055,False,Renton,Washington
357500,Single Family,1,3750,1810,0,2.25,4,7,2000,0,98055,False,Renton,Washington
275000,Single Family,1,9000,1270,0,1.5,3,7,1962,0,98031,False,Kent,Washington
315450,Single Family,1,7741,1440,440,2.5,3,7,1983,0,98031,False,Kent,Washington
250000,Single Family,1,7297,1420,290,2.25,3,7,1984,0,98031,False,Kent,Washington
280000,Single Family,1,4871,1810,0,2.5,4,8,1999,0,98031,False,Kent,Washington
200000,Single Family,1,8505,1900,700,1.0,4,7,1956,0,98055,False,Renton,Washington
272000,Single Family,1,8400,1010,0,1.0,3,7,1959,0,98055,False,Renton,Washington
550000,Single Family,1,11578,2910,0,2.5,4,9,2013,0,98133,False,Seattle,Washington
440000,Single Family,1,9504,2120,1080,2.5,3,7,1940,0,98133,False,Seattle,Washington
